_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,LATITUDE,LONGITUDE,geometry,neighbourhood
29988,1012,5145355,ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,25 ROCHELLE CRES,English Separate,5145355,25,Rochelle Cres,25 Rochelle Cres,M2J 1Y3,North York,Toronto,St. Timothy Catholic School,43.7749386525,-79.351038234,POINT (-79.351038234 43.7749386525),Don Valley Village
29990,1014,307269,ST VICTOR CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,20 BERNADINE ST,English Separate,307269,20,Bernadine St,20 Bernadine St,M1P 4M2,Scarborough,Toronto,St. Victor Catholic School,43.7690571563,-79.25910536949999,POINT (-79.25910536949999 43.7690571563),Bendale
29991,1015,804845,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,116 FERMANAGH AVE,English Separate,804845,116,Fermanagh Ave,116 Fermanagh Ave,M6R 1M2,former Toronto,Toronto,St. Vincent De Paul Catholic School,43.646829269399994,-79.44792301689999,POINT (-79.44792301689999 43.64682926939999),Roncesvalles
29992,1016,11574893,ST WILFRID CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,1685 FINCH AVE W,English Separate,11574893,1685,Finch Ave W,1685 Finch Ave W,M3J 2G8,North York,Toronto,Saint Wilfrid Catholic School,43.760045946400005,-79.5025941161,POINT (-79.5025941161 43.76004594640001),York University Heights
29993,1017,20200382,STANLEY PUBLIC SCHOOL,Toronto District School Board,75 STANLEY RD,English Public,20200382,75,Stanley Rd,75 Stanley Rd,M3N 1C2,North York,Toronto,Stanley Public School,43.7418311838,-79.5178270423,POINT (-79.5178270423 43.7418311838),Glenfield-Jane Heights
29994,1018,9467757,STEELESVIEW PUBLIC SCHOOL,Toronto District School Board,105 BESTVIEW DR,English Public,9467757,105,Bestview Dr,105 Bestview Dr,M2M 2Y1,North York,Toronto,Steelesview Public School,43.8026660883,-79.38563285810001,POINT (-79.38563285810001 43.8026660883),Bayview Woods-Steeles
29995,1019,9780035,STELLA MARIS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,31 ASCOT AVE,English Separate,9780035,31,Ascot Ave,31 Ascot Ave,M6E 1E6,former Toronto,Toronto,Stella Maris Catholic School,43.679625981499996,-79.4448952342,POINT (-79.4448952342 43.6796259815),Corso Italia-Davenport
29996,1020,9668671,STEPHEN LEACOCK COLLEGIATE INSTITUTE,Toronto District School Board,2450 BIRCHMOUNT RD,English Public,9668671,2450,Birchmount Rd,2450 Birchmount Rd,M1T 2M5,Scarborough,Toronto,Stephen Leacock Collegiate Institute - Building Grounds,43.7851820434,-79.3021342614,POINT (-79.3021342614 43.7851820434),Tam O'Shanter-Sullivan
29997,1021,7522835,STILECROFT PUBLIC SCHOOL,Toronto District School Board,50 STILECROFT DR,English Public,7522835,50,Stilecroft Dr,50 Stilecroft Dr,M3J 1A7,North York,Toronto,Stilecroft Public School,43.7510558213,-79.4932050987,POINT (-79.4932050987 43.7510558213),York University Heights
29998,1022,853872,SUBWAY ACADEMY ONE,Toronto District School Board,16 PHIN AVE,English Public,853872,16,Phin Ave,16 Phin Ave,M4J 3T2,former Toronto,Toronto,Eastern High School Of Commerce,43.6791402347,-79.3366360566,POINT (-79.3366360566 43.6791402347),Blake-Jones
29999,1023,6350055,SUBWAY ACADEMY TWO,Toronto District School Board,64 BALDWIN ST,English Public,6350055,64,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,43.655765236899995,-79.3957051034,POINT (-79.3957051034 43.6557652369),Kensington-Chinatown
30000,1024,484181,SUMMIT HEIGHTS PUBLIC SCHOOL,Toronto District School Board,139 ARMOUR BLVD,English Public,484181,139,Armour Blvd,139 Armour Blvd,M3H 1M1,North York,Toronto,Summit Heights Public School,43.741321774700005,-79.43003693840001,POINT (-79.43003693840001 43.7413217747),Lansing-Westgate
30001,1025,7369607,SUMMIT MICRO SCHOOL,,291 JANE ST,Private,7369607,291,Jane St,291 Jane St,M6S 3Z3,former Toronto,Toronto,,43.656329196499996,-79.4870298334,POINT (-79.4870298334 43.6563291965),Runnymede-Bloor West Village
30002,1026,2476346,SUNNY VIEW JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,450 BLYTHWOOD RD,English Public,2476346,450,Blythwood Rd,450 Blythwood Rd,M4N 1A9,North York,Toronto,Sunny View Public School,43.7198437626,-79.3873376053,POINT (-79.3873376053 43.7198437626),Bridle Path-Sunnybrook-York Mills
30003,1027,11272707,SUNNYBROOK,,469 MERTON ST,Private,11272707,469,Merton St,469 Merton St,M4S 1B4,former Toronto,Toronto,,43.698765263,-79.3825991459,POINT (-79.3825991459 43.698765263),Mount Pleasant East
30004,1028,6807238,SUNNYLEA JUNIOR SCHOOL,Toronto District School Board,35 GLENROY AVE,English Public,6807238,35,Glenroy Ave,35 Glenroy Ave,M8Y 2M2,Etobicoke,Toronto,Sunnylea Junior Public School,43.642443989300006,-79.5068732424,POINT (-79.5068732424 43.64244398930001),Stonegate-Queensway
30005,1029,553701,SUON ACADEMY,,5 QUEENSLEA AVE,Private,553701,5,Queenslea Ave,5 Queenslea Ave,M9N 3X9,North York,Toronto,,43.7105706653,-79.5116845518,POINT (-79.5116845518 43.7105706653),Pelmo Park-Humberlea
30006,1030,526022,SUON INTERNATIONAL ACADEMY,,35 HEAVITREE DR,Private,526022,35,Heavitree Dr,35 Heavitree Dr,M3L 1K5,North York,Toronto,St. Gerard Majella Catholic School,43.7251462206,-79.5153111671,POINT (-79.51531116709999 43.7251462206),Downsview-Roding-CFB
30007,1031,7635396,SWANSEA JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,207 WINDERMERE AVE,English Public,7635396,207,Windermere Ave,207 Windermere Ave,M6S 3J9,former Toronto,Toronto,Swansea Public School,43.64367929149999,-79.477042753,POINT (-79.47704275300001 43.64367929149999),High Park-Swansea
30008,1032,10736648,TADDLE CREEK MONTESSORI SCHOOL,,39 SPADINA RD,Private,10736648,39,Spadina Rd,39 Spadina Rd,M5R 2S9,former Toronto,Toronto,,43.6685294127,-79.404268205,POINT (-79.40426820499999 43.6685294127),Annex
30009,1033,783049,TAIE INTERNATIONAL INSTITUTE,,399 CHURCH ST,Private,783049,399,Church St,399 Church St,M5B 2J6,former Toronto,Toronto,,43.6617849001,-79.3789333113,POINT (-79.3789333113 43.6617849001),Church-Yonge Corridor
30010,1034,6793434,TALENTA ACADEMY,,2020 ELLESMERE RD,Private,6793434,2020,Ellesmere Rd,2020 Ellesmere Rd,M1H 2Z8,Scarborough,Toronto,,43.776551076400004,-79.2361357392,POINT (-79.23613573919999 43.7765510764),Woburn
30011,1035,351647,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,Toronto District School Board,21 KING HENRY'S BLVD,English Public,351647,21,King Henry's Blvd,21 King Henry's Blvd,M1T 2V3,Scarborough,Toronto,Tam O'Shanter Junior Public School,43.7850716359,-79.2976616871,POINT (-79.2976616871 43.7850716359),Tam O'Shanter-Sullivan
30012,1036,9910045,TAMARACK WEST OUTDOOR SCHOOL,,2264 BLOOR ST W,Private,9910045,2264,Bloor St W,2264 Bloor St W,M6S 1N9,former Toronto,Toronto,,43.651021100200005,-79.47813200520001,POINT (-79.47813200520001 43.6510211002),Runnymede-Bloor West Village
30013,1037,395722,TAYLOR CREEK PUBLIC SCHOOL,Toronto District School Board,644 WARDEN AVE,English Public,395722,644,Warden Ave,644 Warden Ave,M1L 3Z3,Scarborough,Toronto,Warden Avenue Junior Public School,43.7000377585,-79.2772877434,POINT (-79.2772877434 43.7000377585),Oakridge
30014,1038,2119588,TAYYIBAH ISLAMIC ACADEMY INC.,,100 MCLEVIN AVE,Private,2119588,100,McLevin Ave,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,,43.801553947399995,-79.23657507989999,POINT (-79.23657507989999 43.8015539474),Malvern
30015,1039,383206,TECUMSEH SENIOR PUBLIC SCHOOL,Toronto District School Board,720 SCARBOROUGH GOLF CLUB RD,English Public,383206,720,Scarborough Golf Club Rd,720 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Tecumseh Senior Public School,43.7629070425,-79.2167270408,POINT (-79.2167270408 43.7629070425),Woburn
30016,1040,373500,TERRAVIEW LEARNING CENTRE,Toronto District School Board,1641 PHARMACY AVE,English Public,373500,1641,Pharmacy Ave,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,,43.76737728,-79.3130026079,POINT (-79.3130026079 43.76737728),Wexford/Maryvale
30017,1041,370058,TERRAVIEW WILLOWFIELD PUBLIC SCHOOL,Toronto District School Board,95 PACHINO BLVD,English Public,370058,95,Pachino Blvd,95 Pachino Blvd,M1R 4K1,Scarborough,Toronto,Terraview-Willowfield Public School,43.7637829145,-79.3085727444,POINT (-79.3085727444 43.7637829145),Wexford/Maryvale
30018,1042,399160,TERRY FOX PUBLIC SCHOOL,Toronto District School Board,185 WINTERMUTE BLVD,English Public,399160,185,Wintermute Blvd,185 Wintermute Blvd,M1W 3M9,Scarborough,Toronto,Terry Fox Public School,43.8158993563,-79.318686295,POINT (-79.31868629500001 43.8158993563),Steeles
30019,1043,783098,THE ABELARD CENTRE FOR EDUCATION,,557 CHURCH ST,Private,783098,557,Church St,557 Church St,M4Y 2E2,former Toronto,Toronto,,43.667222852799995,-79.38125153909999,POINT (-79.38125153909999 43.66722285279999),Church-Yonge Corridor
30020,1044,14072150,THE AMBASSADORS OF GOD ACADEMY,,807 ARROW RD,Private,14072150,807,Arrow Rd,807 Arrow Rd,M9M 2L4,North York,Toronto,,43.749182702,-79.53201043060001,POINT (-79.53201043060001 43.749182702),Humbermede
30021,1045,10318427,THE ANNE AND MAX TANENBAUM HEBREW ACADEMY OF TORONTO,,200 WILMINGTON AVE,Private,10318427,200,Wilmington Ave,200 Wilmington Ave,M3H 5J8,North York,Toronto,Community Hebrew Academy Of Toronto,43.7618954251,-79.45721321479999,POINT (-79.45721321479999 43.7618954251),Bathurst Manor
30022,1046,789628,THE CLAREMONT SCHOOL,,310 DANFORTH AVE,Private,789628,310,Danforth Ave,310 Danforth Ave,M4K 1N6,former Toronto,Toronto,Eastminister United Church,43.6775505519,-79.3537258057,POINT (-79.35372580569999 43.6775505519),Playter Estates-Danforth
30023,1047,8680074,THE DALTON SCHOOL,,906 YONGE ST,Private,8680074,906,Yonge St,906 Yonge St,M4W 2J2,former Toronto,Toronto,,43.6736918063,-79.3888654015,POINT (-79.3888654015 43.6736918063),Annex
30024,1048,347231,THE DIVINE INFANT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,30 INGLETON BLVD,English Separate,347231,30,Ingleton Blvd,30 Ingleton Blvd,M1V 3H7,Scarborough,Toronto,The Divine Infant Catholic School,43.8218114975,-79.2703314545,POINT (-79.2703314545 43.8218114975),Milliken
30025,1049,7974530,THE DRAGON ACADEMY,,35 PRINCE ARTHUR AVE,Private,7974530,35,Prince Arthur Ave,35 Prince Arthur Ave,M5R 1B2,former Toronto,Toronto,,43.6691990909,-79.3970655957,POINT (-79.3970655957 43.6691990909),Annex
30026,1050,792821,THE DUNBLAINE SCHOOL,,21 DELORAINE AVE,Private,792821,21,Deloraine Ave,21 Deloraine Ave,M5M 2A8,former Toronto,Toronto,,43.7335301212,-79.4055601341,POINT (-79.4055601341 43.7335301212),Lawrence Park North
30027,1051,1003702,THE ELMS JUNIOR MIDDLE SCHOOL,Toronto District School Board,45 GOLFDOWN DR,English Public,1003702,45,Golfdown Dr,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Junior Middle School,43.722227297799996,-79.5521137886,POINT (-79.5521137886 43.7222272978),Elms-Old Rexdale
30028,1052,13967405,THE GILES SCHOOL,,80 SCARSDALE RD,Private,13967405,80,Scarsdale Rd,80 Scarsdale Rd,M3B 2R7,North York,Toronto,,43.7503219376,-79.3556598619,POINT (-79.35565986189999 43.7503219376),Banbury-Don Mills
30029,1053,7583849,THE GREAT LAKES COLLEGE,,323 KEELE ST,Private,7583849,323,Keele St,323 Keele St,M6P 2K6,former Toronto,Toronto,,43.6641583079,-79.463693448,POINT (-79.463693448 43.6641583079),Junction Area
30030,1054,10527839,THE GROVE COMMUNITY SCHOOL,Toronto District School Board,108 GLADSTONE AVE,English Public,10527839,108,Gladstone Ave,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,43.64602125060001,-79.4288472632,POINT (-79.4288472632 43.64602125060001),Little Portugal
30031,1055,7665465,THE HANEY CENTRE,Toronto District School Board,64 HANEY AVE,English Public,7665465,64,Haney Ave,64 Haney Ave,M6N 2E5,York,Toronto,Haney Centre,43.6731119434,-79.4990814534,POINT (-79.4990814534 43.6731119434),Rockcliffe-Smythe
30032,1056,487645,THE JUNIOR ACADEMY INC,,2454 BAYVIEW AVE,Private,487645,2454,Bayview Ave,2454 Bayview Ave,M2L 1A6,North York,Toronto,,43.7415173888,-79.38346515079999,POINT (-79.38346515079999 43.7415173888),Bridle Path-Sunnybrook-York Mills
30033,1057,570867,THE LAUREL SCHOOL,,44 UPJOHN RD,Private,570867,44,Upjohn Rd,44 Upjohn Rd,M3B 2W1,North York,Toronto,,43.751279439499996,-79.350003666,POINT (-79.35000366600001 43.7512794395),Banbury-Don Mills
30034,1058,861476,THE LINDEN,,10 ROSEHILL AVE,Private,861476,10,Rosehill Ave,10 Rosehill Ave,M4T 1G5,former Toronto,Toronto,,43.6865238299,-79.392712602,POINT (-79.392712602 43.6865238299),Rosedale-Moore Park
30035,1059,854382,THE MABIN SCHOOL,,50 POPLAR PLAINS RD,Private,854382,50,Poplar Plains Rd,50 Poplar Plains Rd,M4V 2M8,former Toronto,Toronto,,43.679107408,-79.4033800163,POINT (-79.40338001630001 43.679107408),Casa Loma
30036,1060,7955674,THE MILDENHALL MONTESSORI SCHOOL,,35 OURLAND AVE,Private,7955674,35,Ourland Ave,35 Ourland Ave,M8Z 4E1,Etobicoke,Toronto,High Park Centennial Montessori School,43.6162376775,-79.50775862350001,POINT (-79.50775862350001 43.6162376775),Mimico (includes Humber Bay Shores)
30037,1061,510861,THE PRESTIGE SCHOOL,,21 EDDFIELD AVE,Private,510861,21,Eddfield Ave,21 Eddfield Ave,M2N 2M5,North York,Toronto,St. Edward Catholic School,43.7609171592,-79.4283265422,POINT (-79.4283265422 43.7609171592),Lansing-Westgate
30038,1062,8293071,THE STERLING HALL SCHOOL,,99 CARTWRIGHT AVE,Private,8293071,99,Cartwright Ave,99 Cartwright Ave,M6A 1V4,North York,Toronto,,43.7220336957,-79.46362025229999,POINT (-79.46362025229999 43.7220336957),Yorkdale-Glen Park
30039,1063,30041280,THE STUDENT SCHOOL,Toronto District School Board,160 GLENDONWYNNE RD,English Public,30041280,160,Glendonwynne Rd,160 Glendonwynne Rd,M6P 0A5,former Toronto,Toronto,Entrance to Specialty School,43.6570501034,-79.4741378105,POINT (-79.4741378105 43.6570501034),High Park North
30040,1064,13494039,THE STUDY ACADEMY,,2040 YONGE ST,Private,13494039,2040,Yonge St,2040 Yonge St,M4S 1Z9,former Toronto,Toronto,,43.701321956099996,-79.3975424694,POINT (-79.39754246939999 43.7013219561),Yonge-Eglinton
30041,1065,7283706,THE STUDY SCHOOL,,20 GLEBE RD E,Private,7283706,20,Glebe Rd E,20 Glebe Rd E,M4S 1N6,former Toronto,Toronto,Glebe Road United Church,43.701566217,-79.3962772746,POINT (-79.3962772746 43.701566217),Mount Pleasant West
30043,1067,13971545,THE TORONTO FRENCH SCHOOL - JR LAWRENCE,,296 LAWRENCE AVE E,Private,13971545,296,Lawrence Ave E,296 Lawrence Ave E,M4N 1T7,North York,Toronto,,43.728402275600004,-79.3850098991,POINT (-79.3850098991 43.7284022756),Bridle Path-Sunnybrook-York Mills
30044,1068,10133740,THE TORONTO FRENCH SCHOOL - SR LAWRENCE,,318 LAWRENCE AVE E,Private,10133740,318,Lawrence Ave E,318 Lawrence Ave E,M4N 1T7,North York,Toronto,,43.72796426479999,-79.3832590176,POINT (-79.3832590176 43.72796426479999),Bridle Path-Sunnybrook-York Mills
30045,1069,9847310,THE TORONTO HESCHEL SCHOOL,,819 SHEPPARD AVE W,Private,9847310,819,Sheppard Ave W,819 Sheppard Ave W,M3H 2T3,North York,Toronto,St. Robert,43.7523395666,-79.450848292,POINT (-79.450848292 43.7523395666),Clanton Park
30046,1070,8608458,THE VILLAGE SHUL SUPPL SCHOOL,,1072 EGLINTON AVE W,Private,8608458,1072,Eglinton Ave W,1072 Eglinton Ave W,M6C 2E2,former Toronto,Toronto,,43.6999865326,-79.43143453,POINT (-79.43143453 43.6999865326),Forest Hill North
30047,1071,20056424,THE WATERFRONT SCHOOL,Toronto District School Board,635 QUEENS QUAY W,English Public,20056424,635,Queens Quay W,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,43.6357488158,-79.3971875912,POINT (-79.39718759119999 43.6357488158),Waterfront Communities-The Island
30048,1072,7762681,THE YMCA ACADEMY,,15 BREADALBANE ST,Private,7762681,15,Breadalbane St,15 Breadalbane St,M4Y 1C2,former Toronto,Toronto,,43.66362294859999,-79.38484155399999,POINT (-79.38484155399999 43.66362294859999),Bay Street Corridor
30049,1073,7274135,THE YORK - JR SCHOOL,,1639 YONGE ST,Private,7274135,1639,Yonge St,1639 Yonge St,M4T 2W6,former Toronto,Toronto,,43.6917907885,-79.3949430242,POINT (-79.3949430242 43.6917907885),Rosedale-Moore Park
30050,1074,887762,THE YORK - MDL AND SR SCHOOL,,1320 YONGE ST,Private,887762,1320,Yonge St,1320 Yonge St,M4T 1X2,former Toronto,Toronto,,43.68460086939999,-79.3930651035,POINT (-79.39306510350001 43.68460086939999),Yonge-St.Clair
30051,1075,1001687,THISTLETOWN COLLEGIATE INSTITUTE,Toronto District School Board,20 FORDWICH CRES,English Public,1001687,20,Fordwich Cres,20 Fordwich Cres,M9W 2T4,Etobicoke,Toronto,Thistletown Collegiate Institute,43.7277265566,-79.562452649,POINT (-79.56245264899999 43.7277265566),Rexdale-Kipling
30052,1076,14310229,THOMAS L WELLS PUBLIC SCHOOL,Toronto District School Board,69 NIGHTSTAR RD,English Public,14310229,69,Nightstar Rd,69 Nightstar Rd,M1X 1V6,Scarborough,Toronto,Thomas L Wells Public School,43.8242998089,-79.22612541640001,POINT (-79.22612541640001 43.8242998089),Rouge
30053,1077,3829444,THORNCLIFFE PARK PUBLIC SCHOOL,Toronto District School Board,80 THORNCLIFFE PARK DR,English Public,3829444,80,Thorncliffe Park Dr,80 Thorncliffe Park Dr,M4H 1K3,East York,Toronto,Thorncliffe Park Public School,43.7053900432,-79.3434367551,POINT (-79.3434367551 43.7053900432),Thorncliffe Park
30054,1078,376326,THREE FISHES CHRISTIAN ELEMENTARY SCHOOL,,801 PROGRESS AVE,Private,376326,801,Progress Ave,801 Progress Ave,M1H 2X4,Scarborough,Toronto,,43.7797218333,-79.2431298545,POINT (-79.2431298545 43.7797218333),Woburn
30055,1079,568636,THREE VALLEYS PUBLIC SCHOOL,Toronto District School Board,76 THREE VALLEYS DR,English Public,568636,76,Three Valleys Dr,76 Three Valleys Dr,M3A 3B7,North York,Toronto,Three Valleys Public School,43.7506806575,-79.3376043958,POINT (-79.3376043958 43.7506806575),Parkwoods-Donalda
30056,1080,565850,TIFERES BAIS YAAKOV HIGH SCHOOL,,85 STORMONT AVE,Private,565850,85,Stormont Ave,85 Stormont Ave,M5N 2C3,North York,Toronto,,43.7184091585,-79.4287278796,POINT (-79.4287278796 43.7184091585),Bedford Park-Nortown
30057,1081,391661,TIMBERBANK JUNIOR PUBLIC SCHOOL,Toronto District School Board,170 TIMBERBANK BLVD,English Public,391661,170,Timberbank Blvd,170 Timberbank Blvd,M1W 2A3,Scarborough,Toronto,Timberbank Junior Public School,43.7914712562,-79.3072853889,POINT (-79.3072853889 43.7914712562),L'Amoreaux
30058,1082,999348,TIMOTHY CHRISTIAN,,28 ELMHURST DR,Private,999348,28,Elmhurst Dr,28 Elmhurst Dr,M9W 2J5,Etobicoke,Toronto,,43.7249447361,-79.5536925816,POINT (-79.5536925816 43.7249447361),Elms-Old Rexdale
30059,1083,324647,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,Toronto District School Board,37 CROW TRL,English Public,324647,37,Crow Trl,37 Crow Trl,M1B 1X6,Scarborough,Toronto,Tom Longboat Junior Public School,43.8104461724,-79.23162696600001,POINT (-79.23162696600001 43.8104461724),Malvern
30060,1084,7415223,TOPCLIFF PUBLIC SCHOOL,Toronto District School Board,65 TOPCLIFF AVE,English Public,7415223,65,Topcliff Ave,65 Topcliff Ave,M3N 1L6,North York,Toronto,Topcliff Public School,43.7555851004,-79.5106588918,POINT (-79.51065889180001 43.7555851004),Glenfield-Jane Heights
30061,1085,487320,TORAH HIGH - PROSSERMAN JCC CAMPUS,,4588 BATHURST ST,Private,487320,4588,Bathurst St,4588 Bathurst St,M2R 1W6,North York,Toronto,Prosserman Jewish Community Centre,43.76282323939999,-79.4416656175,POINT (-79.44166561750001 43.76282323939999),Westminster-Branson
30062,1086,5266268,TORONTO CENTRAL ACADEMY SECONDARY SCHOOL,,200 SHEPPARD AVE E,Private,5266268,200,Sheppard Ave E,200 Sheppard Ave E,M2N 3A9,North York,Toronto,,43.763862867200004,-79.4016622431,POINT (-79.40166224310001 43.7638628672),Willowdale East
30063,1087,9246495,TORONTO CHEDER BOYS,,3995 BATHURST ST,Private,9246495,3995,Bathurst St,3995 Bathurst St,M3H 5V3,North York,Toronto,,43.7441315067,-79.4352979243,POINT (-79.4352979243 43.7441315067),Lansing-Westgate
30064,1088,30113992,TORONTO HARVARD INTERNATIONAL ACADEMY,,513 MCNICOLL AVE,Private,30113992,513,McNicoll Ave,513 McNicoll Ave,M2H 2C9,North York,Toronto,,43.8035958742,-79.338839796,POINT (-79.338839796 43.8035958742),Hillcrest Village
30065,1089,9270564,TORONTO INTERNATIONAL COLLEGE SECONDARY SCHOOL,,3550 VICTORIA PARK AVE,Private,9270564,3550,Victoria Park Ave,3550 Victoria Park Ave,M2H 2N5,North York,Toronto,,43.8058870474,-79.3374304406,POINT (-79.3374304406 43.8058870474),Hillcrest Village
30066,1090,30024007,TORONTO NOBEL ACADEMY,,6305 YONGE ST,Private,30024007,6305,Yonge St,6305 Yonge St,M2M 3X7,North York,Toronto,,43.795705814899996,-79.4191481043,POINT (-79.41914810430001 43.7957058149),Newtonbrook East
30067,1091,7324226,TORONTO PREP SCHOOL,,250 DAVISVILLE AVE,Private,7324226,250,Davisville Ave,250 Davisville Ave,M4S 1H2,former Toronto,Toronto,,43.7006108373,-79.38651719010001,POINT (-79.38651719010001 43.7006108373),Mount Pleasant East
30068,1092,7131434,TORONTO PREPARATORY ACADEMY SECONDARY SCHOOL,,5460 YONGE ST,Private,7131434,5460,Yonge St,5460 Yonge St,M2N 6K7,North York,Toronto,,43.7772052097,-79.4155248191,POINT (-79.4155248191 43.7772052097),Willowdale West
30069,1093,13503328,TORONTO PRIVATE SCHOOL OF GIFTEDNESS,,201 CONSUMERS RD,Private,13503328,201,Consumers Rd,201 Consumers Rd,M2J 4G8,North York,Toronto,,43.7721013757,-79.3322488675,POINT (-79.3322488675 43.7721013757),Henry Farm
30070,1094,6624393,TORONTO URBAN STUDIES CENTER,Toronto District School Board,800 GREENWOOD AVE,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,43.682838734300006,-79.3340895607,POINT (-79.33408956069999 43.68283873430001),Danforth
30071,1095,13974326,TOWN CENTRE LINC,Toronto District School Board,1457 MCCOWAN RD,English Public,13974326,1457,McCowan Rd,1457 McCowan Rd,M1S 5K7,Scarborough,Toronto,,43.7852202476,-79.2560419864,POINT (-79.25604198640001 43.7852202476),Agincourt South-Malvern West
30072,1096,1015960,TRANSFIGURATION OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,55 LUDSTONE DR,English Separate,1015960,55,Ludstone Dr,55 Ludstone Dr,M9R 2J2,Etobicoke,Toronto,Transfiguration Catholic School,43.6915212587,-79.5628707286,POINT (-79.5628707286 43.6915212587),Willowridge-Martingrove-Richview
30073,1097,384158,TREDWAY WOODSWORTH PUBLIC SCHOOL,Toronto District School Board,112 SEDGEMOUNT DR,English Public,384158,112,Sedgemount Dr,112 Sedgemount Dr,M1H 1X9,Scarborough,Toronto,William Tredway Junior Public School,43.7650332154,-79.2352659357,POINT (-79.2352659357 43.7650332154),Woburn
30074,1098,570542,TUMPANE PUBLIC SCHOOL,Toronto District School Board,48 TUMPANE ST,English Public,570542,48,Tumpane St,48 Tumpane St,M3M 1L8,North York,Toronto,Tumpane Public School,43.726595280699996,-79.502255096,POINT (-79.502255096 43.7265952807),Downsview-Roding-CFB
30075,1099,6735913,TWENTIETH STREET JUNIOR SCHOOL,Toronto District School Board,3190 LAKE SHORE BLVD W,English Public,6735913,3190,Lake Shore Blvd W,3190 Lake Shore Blvd W,M8V 1L8,Etobicoke,Toronto,Twentieth Street Junior Public School,43.597977153100004,-79.519938243,POINT (-79.519938243 43.5979771531),New Toronto
30076,1100,9531675,TYNDALE UNIVERSITY COLLEGE AND SEMINARY SCHOOL - BAYVIEW CAMPUS,,3377 BAYVIEW AVE,Private,9531675,3377,Bayview Ave,3377 Bayview Ave,M2M 3S4,North York,Toronto,St. Joseph's Convent,43.7971369281,-79.392080611,POINT (-79.392080611 43.7971369281),Bayview Woods-Steeles
30077,1101,5353637,UM AL-QURA ISLAMIC,,1510 BIRCHMOUNT RD,Private,5353637,1510,Birchmount Rd,1510 Birchmount Rd,M1P 2G6,Scarborough,Toronto,,43.7581038671,-79.2909238665,POINT (-79.29092386649999 43.7581038671),Wexford/Maryvale
30078,1102,385455,UNIQUE CHINESE SCHOOL - MIDLAND CAMPUS,,4271 SHEPPARD AVE E,Private,385455,4271,Sheppard Ave E,4271 Sheppard Ave E,M1S 4G4,Scarborough,Toronto,,43.785529333,-79.2756569937,POINT (-79.2756569937 43.785529333),Agincourt South-Malvern West
30079,1103,385358,UNIQUE CHINESE SCHOOL - PHARMACY CAMPUS,,3143 SHEPPARD AVE E,Private,385358,3143,Sheppard Ave E,3143 Sheppard Ave E,M1T 3J7,Scarborough,Toronto,Wishing Well Acres Baptist,43.7764963816,-79.3160094489,POINT (-79.3160094489 43.7764963816),Tam O'Shanter-Sullivan
30080,1104,20029617,"UNIVERSITY OF GUELPH, HUMBER COLLEGE",,207 HUMBER COLLEGE BLVD,University,20029617,207,Humber College Blvd,207 Humber College Blvd,,Etobicoke,Toronto,University of Guelph Campus,43.7282020852,-79.6058720271,POINT (-79.60587202710001 43.7282020852),West Humber-Clairville
30082,1106,10864404,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS,,27 KING'S COLLEGE CRCL,University,10864404,27,King's College Crcl,27 King's College Crcl,M5S 1A1,former Toronto,Toronto,,43.6609455297,-79.3960895108,POINT (-79.3960895108 43.6609455297),University
30083,1107,7254136,UPPER CANADA COLLEGE,,200 LONSDALE RD,Private,7254136,200,Lonsdale Rd,200 Lonsdale Rd,M4V 1W6,former Toronto,Toronto,,43.691947168,-79.4025227062,POINT (-79.4025227062 43.691947168),Forest Hill South
